job_title,skills_from_col,skills_from_desc,skills_final,jaccard_overlap
Pharmaceutical Sales Representative,['sales leadership territory management team management sales data analysis strategic planning and execution'],['sales'],"['sales', 'sales leadership territory management team management sales data analysis strategic planning and execution']",0.0
Physical Therapist,['orthopedic assessment and treatment rehabilitation exercises patient education'],[],['orthopedic assessment and treatment rehabilitation exercises patient education'],0.0
Physical Therapist,['pediatric rehabilitation developmental assessments child psychology knowledge'],[],['pediatric rehabilitation developmental assessments child psychology knowledge'],0.0
Physician Assistant,['emergency medical care triage and assessment trauma management'],['medical'],"['emergency medical care triage and assessment trauma management', 'medical']",0.0
Physician Assistant,['medical knowledge and clinical skills patient care and assessment communication and empathy'],['medical'],"['medical', 'medical knowledge and clinical skills patient care and assessment communication and empathy']",0.0
Physician Assistant,['surgical procedures and techniques operating room protocols anesthesia management'],[],['surgical procedures and techniques operating room protocols anesthesia management'],0.0
Process Engineer,['chemical engineering process design chemical reactions safety protocols laboratory techniques problem-solving skills'],[],['chemical engineering process design chemical reactions safety protocols laboratory techniques problem-solving skills'],0.0
Process Engineer,['industrial engineering process optimization lean manufacturing quality control data analysis workflow design'],['operations'],"['industrial engineering process optimization lean manufacturing quality control data analysis workflow design', 'operations']",0.0
Procurement Coordinator,['procurement supplier management negotiation supply chain management inventory control vendor relations'],['procurement'],"['procurement', 'procurement supplier management negotiation supply chain management inventory control vendor relations']",0.0
Procurement Manager,['procurement processes vendor assessment contract negotiation purchase order management spend analysis market research supplier relationship management data analysis problem-solving attention to detail communication skills financial acumen'],['procurement'],"['procurement', 'procurement processes vendor assessment contract negotiation purchase order management spend analysis market research supplier relationship management data analysis problem-solving attention to detail communication skills financial acumen']",0.0
Procurement Manager,['supplier diversity programs diversity and inclusion initiatives supplier assessment and certification data collection and reporting vendor outreach and engagement strategic planning communication skills relationship building attention to diversity and inclusion principles'],['supply chain'],"['supplier diversity programs diversity and inclusion initiatives supplier assessment and certification data collection and reporting vendor outreach and engagement strategic planning communication skills relationship building attention to diversity and inclusion principles', 'supply chain']",0.0
Procurement Specialist,['procurement processes purchase order management vendor communication data analysis inventory control'],"['communication', 'inventory management', 'procurement']","['communication', 'inventory management', 'procurement', 'procurement processes purchase order management vendor communication data analysis inventory control']",0.0
Procurement Specialist,['procurement strategies supplier management negotiation cost analysis supply chain management'],['procurement'],"['procurement', 'procurement strategies supplier management negotiation cost analysis supply chain management']",0.0
Procurement Specialist,['sourcing strategies supplier evaluation market research cost analysis contract negotiation'],['procurement'],"['procurement', 'sourcing strategies supplier evaluation market research cost analysis contract negotiation']",0.0
Product Designer,['industrial design principles cad and 3d modeling prototyping and testing'],[],['industrial design principles cad and 3d modeling prototyping and testing'],0.0
Product Manager,['agile product development scrum or kanban frameworks backlog management user story writing prioritization techniques collaboration with development teams product vision and strategy'],['agile'],"['agile', 'agile product development scrum or kanban frameworks backlog management user story writing prioritization techniques collaboration with development teams product vision and strategy']",0.0
Product Manager,['product management principles technical background agile development methodologies product roadmap planning market research and analysis stakeholder communication problem-solving skills'],[],['product management principles technical background agile development methodologies product roadmap planning market research and analysis stakeholder communication problem-solving skills'],0.0
Project Coordinator,['office administration communication skills organizational skills time management microsoft office proficiency'],['document management'],"['document management', 'office administration communication skills organizational skills time management microsoft office proficiency']",0.0
Project Coordinator,['construction project management building codes and regulations knowledge budgeting and cost control construction scheduling contractor and subcontractor coordination'],[],['construction project management building codes and regulations knowledge budgeting and cost control construction scheduling contractor and subcontractor coordination'],0.0
Project Coordinator,['project planning and scheduling budget management risk assessment and mitigation stakeholder communication agile or waterfall methodologies'],[],['project planning and scheduling budget management risk assessment and mitigation stakeholder communication agile or waterfall methodologies'],0.0
Project Manager,"['agile methodologies scrum or kanban team collaboration agile tools (e.g.', 'jira)']","['agile', 'collaboration']","['agile', 'agile methodologies scrum or kanban team collaboration agile tools (e.g.', 'collaboration', 'jira)']",0.0
Project Manager,['construction management budgeting contract negotiation safety regulations'],[],['construction management budgeting contract negotiation safety regulations'],0.0
Project Manager,['project management team leadership risk management budgeting communication skills'],[],['project management team leadership risk management budgeting communication skills'],0.0
Psychologist,['clinical psychology counseling skills assessment tools diagnostic skills empathy and listening skills'],['clinical'],"['clinical', 'clinical psychology counseling skills assessment tools diagnostic skills empathy and listening skills']",0.0
Psychologist,['research methodology data analysis psychological studies writing research reports critical thinking'],[],['research methodology data analysis psychological studies writing research reports critical thinking'],0.0
Psychologist,['school psychology special education knowledge assessment and testing individualized education plans collaboration skills'],[],['school psychology special education knowledge assessment and testing individualized education plans collaboration skills'],0.0
Public Relations Specialist,['brand management public relations brand storytelling influencer marketing media monitoring'],['communication'],"['brand management public relations brand storytelling influencer marketing media monitoring', 'communication']",0.0
Public Relations Specialist,['crisis communication planning crisis response media relations reputation management stakeholder communication'],['communication'],"['communication', 'crisis communication planning crisis response media relations reputation management stakeholder communication']",0.0
Public Relations Specialist,['media relations press releases media outreach crisis communication public relations strategies'],[],['media relations press releases media outreach crisis communication public relations strategies'],0.0
Purchasing Agent,['inventory control demand forecasting supply chain management data analysis warehouse management'],[],['inventory control demand forecasting supply chain management data analysis warehouse management'],0.0
Purchasing Agent,['negotiation skills vendor management supply chain knowledge contract management analytical skills'],['procurement'],"['negotiation skills vendor management supply chain knowledge contract management analytical skills', 'procurement']",0.0
Purchasing Agent,['supply chain logistics inventory management communication skills problem-solving vendor coordination'],"['logistics', 'operations', 'supply chain']","['logistics', 'operations', 'supply chain', 'supply chain logistics inventory management communication skills problem-solving vendor coordination']",0.0
QA Analyst,"['python) test reporting code review', 'test automation test framework development continuous integration scripting languages (e.g.']",[],"['python) test reporting code review', 'test automation test framework development continuous integration scripting languages (e.g.']",0.0
QA Analyst,['performance testing load testing stress testing test scenarios performance monitoring benchmarking performance analysis'],[],['performance testing load testing stress testing test scenarios performance monitoring benchmarking performance analysis'],0.0
QA Analyst,"['selenium)', 'software quality assurance test planning test case design test execution defect tracking test automation (e.g.']",['quality assurance'],"['quality assurance', 'selenium)', 'software quality assurance test planning test case design test execution defect tracking test automation (e.g.']",0.0
QA Engineer,['quality assurance process improvement team leadership problem-solving quality control'],['quality assurance'],"['quality assurance', 'quality assurance process improvement team leadership problem-solving quality control']",0.0
Quality Assurance Analyst,"['appium) regression testing', 'selenium', 'test planning and strategy test case design and execution defect reporting and tracking test automation tools (e.g.']",['quality assurance'],"['appium) regression testing', 'quality assurance', 'selenium', 'test planning and strategy test case design and execution defect reporting and tracking test automation tools (e.g.']",0.0
Quality Assurance Analyst,['quality assurance processes and methodologies quality metrics and kpis audit and compliance team leadership and management continuous improvement initiatives'],"['compliance', 'quality assurance']","['compliance', 'quality assurance', 'quality assurance processes and methodologies quality metrics and kpis audit and compliance team leadership and management continuous improvement initiatives']",0.0
Registered Nurse,['nursing leadership charge nurse responsibilities team coordination'],"['healthcare', 'nursing', 'operations']","['healthcare', 'nursing', 'nursing leadership charge nurse responsibilities team coordination', 'operations']",0.0
Registered Nurse,"['clinical nursing specialization (e.g.', 'critical care', 'oncology) advanced nursing skills patient education']",['clinical'],"['clinical', 'clinical nursing specialization (e.g.', 'critical care', 'oncology) advanced nursing skills patient education']",0.0
Research Analyst,"['market research methodologies data collection and analysis consumer behavior analysis competitor analysis survey design and analysis statistical analysis software (e.g.', 'sas) data visualization trend analysis report writing communication skills attention to detail', 'spss']",['market research'],"['market research', 'market research methodologies data collection and analysis consumer behavior analysis competitor analysis survey design and analysis statistical analysis software (e.g.', 'sas) data visualization trend analysis report writing communication skills attention to detail', 'spss']",0.0
Research Scientist,['data collection and analysis market research tools and techniques survey design and analysis qualitative and quantitative research methods report writing and presentation skills'],[],['data collection and analysis market research tools and techniques survey design and analysis qualitative and quantitative research methods report writing and presentation skills'],0.0
Sales Associate,['customer service sales techniques product knowledge cash handling communication skills'],['sales'],"['customer service sales techniques product knowledge cash handling communication skills', 'sales']",0.0
Sales Consultant,['sales training sales coaching training program development sales techniques product knowledge presentation skills'],"['communication', 'sales', 'training']","['communication', 'sales', 'sales training sales coaching training program development sales techniques product knowledge presentation skills', 'training']",0.0
Sales Manager,['key account management relationship building sales negotiation'],[],['key account management relationship building sales negotiation'],0.0
Sales Manager,['sales strategy development territory management sales team leadership'],"['operations', 'sales']","['operations', 'sales', 'sales strategy development territory management sales team leadership']",0.0
Sales Manager,['sales leadership team management sales strategy and planning'],['sales'],"['sales', 'sales leadership team management sales strategy and planning']",0.0
Sales Representative,['sales strategy and planning account management customer relationship management solution selling sales forecasting contract negotiation sales metrics and reporting'],['sales'],"['sales', 'sales strategy and planning account management customer relationship management solution selling sales forecasting contract negotiation sales metrics and reporting']",0.0
Sales Representative,"['sales prospecting and lead generation sales presentation and communication crm software (e.g.', 'salesforce) sales negotiation and closing techniques product knowledge relationship building']","['communication', 'inside sales', 'sales']","['communication', 'inside sales', 'sales', 'sales prospecting and lead generation sales presentation and communication crm software (e.g.', 'salesforce) sales negotiation and closing techniques product knowledge relationship building']",0.0
Sales Representative,['sales prospecting and networking face-to-face sales meetings territory management consultative selling relationship building sales tracking and reporting'],['sales'],"['sales', 'sales prospecting and networking face-to-face sales meetings territory management consultative selling relationship building sales tracking and reporting']",0.0
SEM Specialist,"['b testing conversion tracking', 'google ads management ppc campaign optimization keyword research ad copywriting a']","['advertising', 'marketing', 'social media']","['advertising', 'b testing conversion tracking', 'google ads management ppc campaign optimization keyword research ad copywriting a', 'marketing', 'social media']",0.0
SEM Specialist,['search engine marketing ppc advertising seo strategy data analysis digital marketing skills'],['seo'],"['search engine marketing ppc advertising seo strategy data analysis digital marketing skills', 'seo']",0.0
SEM Specialist,['search engine marketing (sem) google ads bing ads keyword analysis ad performance analysis sem strategy development bid management'],"['marketing', 'sem']","['marketing', 'search engine marketing (sem) google ads bing ads keyword analysis ad performance analysis sem strategy development bid management', 'sem']",0.0
SEO Analyst,['seo (search engine optimization) content strategy keyword research content optimization content planning analytics and reporting'],"['marketing', 'seo']","['marketing', 'seo', 'seo (search engine optimization) content strategy keyword research content optimization content planning analytics and reporting']",0.0
SEO Analyst,"['ahrefs) schema markup site speed optimization xml sitemaps canonicalization', 'screaming frog', 'technical seo website audits seo tools (e.g.']",['seo'],"['ahrefs) schema markup site speed optimization xml sitemaps canonicalization', 'screaming frog', 'seo', 'technical seo website audits seo tools (e.g.']",0.0
SEO Specialist,['content strategy seo content optimization content marketing keyword mapping analytics'],['seo'],"['content strategy seo content optimization content marketing keyword mapping analytics', 'seo']",0.0
SEO Specialist,"['google analytics', 'search engine optimization keyword research seo tools (e.g.', 'semrush) on-page and off-page optimization']",['seo'],"['google analytics', 'search engine optimization keyword research seo tools (e.g.', 'semrush) on-page and off-page optimization', 'seo']",0.0
SEO Specialist,['technical seo audits website crawl analysis schema markup xml sitemaps canonicalization'],['seo'],"['seo', 'technical seo audits website crawl analysis schema markup xml sitemaps canonicalization']",0.0
Social Media Coordinator,"['content creation (e.g.', 'editing', 'graphic design', 'video production) content marketing social media management seo optimization creative storytelling audience engagement analytics and reporting adaptability communication skills creativity', 'writing']",['social media'],"['content creation (e.g.', 'editing', 'graphic design', 'social media', 'video production) content marketing social media management seo optimization creative storytelling audience engagement analytics and reporting adaptability communication skills creativity', 'writing']",0.0
Social Media Manager,['community engagement and moderation online community-building strategies content curation and creation crisis management and conflict resolution analytics and reporting'],[],['community engagement and moderation online community-building strategies content curation and creation crisis management and conflict resolution analytics and reporting'],0.0
Social Media Manager,"['facebook insights) data analysis and reporting social media roi measurement competitive analysis trend identification', 'google analytics', 'social media analytics tools (e.g.']",['social media'],"['facebook insights) data analysis and reporting social media roi measurement competitive analysis trend identification', 'google analytics', 'social media', 'social media analytics tools (e.g.']",0.0
Social Media Manager,['social media marketing strategy development content planning and creation social media advertising and targeting data-driven decision-making social media trends and platform updates'],"['marketing', 'social media']","['marketing', 'social media', 'social media marketing strategy development content planning and creation social media advertising and targeting data-driven decision-making social media trends and platform updates']",0.0
Social Worker,['child welfare policies and regulations child protective services child development crisis intervention case management cultural competence interviewing and assessment skills court procedures documentation empathy communication skills'],[],['child welfare policies and regulations child protective services child development crisis intervention case management cultural competence interviewing and assessment skills court procedures documentation empathy communication skills'],0.0
Social Worker,['counseling techniques psychotherapy mental health assessment treatment planning crisis intervention ethical standards empathy and active listening cultural competence documentation communication skills self-care licensing and certification'],[],['counseling techniques psychotherapy mental health assessment treatment planning crisis intervention ethical standards empathy and active listening cultural competence documentation communication skills self-care licensing and certification'],0.0
Social Worker,['school social work principles student assessment and intervention special education laws individualized education plans (ieps) crisis management collaboration with educators family engagement advocacy empathy and communication documentation cultural competence licensing and certification'],[],['school social work principles student assessment and intervention special education laws individualized education plans (ieps) crisis management collaboration with educators family engagement advocacy empathy and communication documentation cultural competence licensing and certification'],0.0
Software Architect,"['azure', 'cloud computing platforms (aws', 'etc.) cloud security containerization (docker', 'kubernetes)']",['strategy'],"['azure', 'cloud computing platforms (aws', 'etc.) cloud security containerization (docker', 'kubernetes)', 'strategy']",0.0
Software Architect,['enterprise architecture business strategy alignment it governance and compliance'],[],['enterprise architecture business strategy alignment it governance and compliance'],0.0
Software Architect,['solution design technical architecture cloud computing and software development knowledge'],[],['solution design technical architecture cloud computing and software development knowledge'],0.0
Software Developer,"['flutter) mobile app design principles apis and web services integration debugging and troubleshooting', 'java', 'kotlin) cross-platform development (e.g.', 'mobile app development languages (e.g.', 'react native', 'swift']",[],"['flutter) mobile app design principles apis and web services integration debugging and troubleshooting', 'java', 'kotlin) cross-platform development (e.g.', 'mobile app development languages (e.g.', 'react native', 'swift']",0.0
Software Engineer,"['django)', 'express', 'java', 'node.js', 'proficiency in one or more backend programming languages (e.g.', 'python', 'ruby) api development database management (sql or nosql) server management and deployment security best practices knowledge of web frameworks (e.g.']",['communication'],"['communication', 'django)', 'express', 'java', 'node.js', 'proficiency in one or more backend programming languages (e.g.', 'python', 'ruby) api development database management (sql or nosql) server management and deployment security best practices knowledge of web frameworks (e.g.']",0.0
Software Engineer,"['ansible) cloud platforms (e.g.', 'automation and scripting (e.g.', 'aws', 'azure', 'bash) continuous integration', 'cd) containerization (e.g.', 'continuous deployment (ci', 'docker', 'gcp) monitoring and troubleshooting skills', 'kubernetes) infrastructure as code (e.g.', 'python', 'terraform']","['ci/cd', 'collaboration', 'devops', 'operations']","['ansible) cloud platforms (e.g.', 'automation and scripting (e.g.', 'aws', 'azure', 'bash) continuous integration', 'cd) containerization (e.g.', 'ci/cd', 'collaboration', 'continuous deployment (ci', 'devops', 'docker', 'gcp) monitoring and troubleshooting skills', 'kubernetes) infrastructure as code (e.g.', 'operations', 'python', 'terraform']",0.0
Software Engineer,"['and javascript experience with frontend frameworks like react', 'angular', 'css', 'git) frontend performance optimization', 'or vue.js responsive web design cross-browser compatibility version control (e.g.', 'proficiency in html']",[],"['and javascript experience with frontend frameworks like react', 'angular', 'css', 'git) frontend performance optimization', 'or vue.js responsive web design cross-browser compatibility version control (e.g.', 'proficiency in html']",0.0
Software Tester,"['appium) scripting languages (e.g.', 'java) test framework development continuous integration tools test data management', 'python', 'selenium', 'test automation tools (e.g.']",[],"['appium) scripting languages (e.g.', 'java) test framework development continuous integration tools test data management', 'python', 'selenium', 'test automation tools (e.g.']",0.0
Software Tester,"['jmeter) test script development performance profiling and analysis bottleneck identification', 'performance testing methodologies load testing tools (e.g.']",[],"['jmeter) test script development performance profiling and analysis bottleneck identification', 'performance testing methodologies load testing tools (e.g.']",0.0
Software Tester,"['automated) bug tracking and reporting test case development regression testing', 'manual', 'quality assurance processes testing methodologies (e.g.']",[],"['automated) bug tracking and reporting test case development regression testing', 'manual', 'quality assurance processes testing methodologies (e.g.']",0.0
Speech Therapist,['adult speech therapy speech-language assessment rehabilitation techniques swallowing disorders communication skills'],['communication'],"['adult speech therapy speech-language assessment rehabilitation techniques swallowing disorders communication skills', 'communication']",0.0
Speech Therapist,['speech pathology articulation therapy language disorders speech assessment therapy planning communication skills'],['communication'],"['communication', 'speech pathology articulation therapy language disorders speech assessment therapy planning communication skills']",0.0
Structural Engineer,['bridge design civil engineering structural analysis autocad proficiency project management'],['compliance'],"['bridge design civil engineering structural analysis autocad proficiency project management', 'compliance']",0.0
Structural Engineer,['construction management structural design autocad proficiency project management site inspection'],[],['construction management structural design autocad proficiency project management site inspection'],0.0
Structural Engineer,['engineering design cad software proficiency problem-solving technical knowledge communication skills'],[],['engineering design cad software proficiency problem-solving technical knowledge communication skills'],0.0
Substance Abuse Counselor,['addiction counseling techniques substance abuse treatment counseling ethics'],[],['addiction counseling techniques substance abuse treatment counseling ethics'],0.0
Substance Abuse Counselor,['family counseling marriage and family therapy conflict resolution skills'],['communication'],"['communication', 'family counseling marriage and family therapy conflict resolution skills']",0.0
Substance Abuse Counselor,['addiction recovery support motivational interviewing relapse prevention strategies'],[],['addiction recovery support motivational interviewing relapse prevention strategies'],0.0
Supply Chain Analyst,['supply chain analysis data analytics inventory management transportation planning problem-solving'],"['logistics', 'operations', 'supply chain']","['logistics', 'operations', 'supply chain', 'supply chain analysis data analytics inventory management transportation planning problem-solving']",0.0
Supply Chain Manager,['demand forecasting inventory management data analysis sales and operations planning (s&op) erp software proficiency'],['sales'],"['demand forecasting inventory management data analysis sales and operations planning (s&op) erp software proficiency', 'sales']",0.0
Supply Chain Manager,['supply chain management inventory control transportation logistics vendor relations team leadership and management'],"['distribution', 'logistics', 'supply chain']","['distribution', 'logistics', 'supply chain', 'supply chain management inventory control transportation logistics vendor relations team leadership and management']",0.0
Systems Administrator,"['database management systems (e.g.', 'mysql', 'oracledb', 'sql server) data security database tuning and optimization backup and recovery']",[],"['database management systems (e.g.', 'mysql', 'oracledb', 'sql server) data security database tuning and optimization backup and recovery']",0.0
Systems Administrator,['technical troubleshooting hardware and software support customer service problem-solving communication'],[],['technical troubleshooting hardware and software support customer service problem-solving communication'],0.0
Systems Analyst,['business systems analysis requirements gathering process improvement'],[],['business systems analysis requirements gathering process improvement'],0.0
Systems Analyst,['it systems analysis troubleshooting it support and documentation'],[],['it systems analysis troubleshooting it support and documentation'],0.0
Systems Engineer,"['aws', 'azure) devops practices automation security in the cloud disaster recovery scalability', 'cloud systems engineering cloud infrastructure (e.g.']","['aws', 'azure', 'gcp']","['aws', 'azure', 'azure) devops practices automation security in the cloud disaster recovery scalability', 'cloud systems engineering cloud infrastructure (e.g.', 'gcp']",0.2
Systems Engineer,['systems integration integration architecture data mapping middleware technologies api integration system testing troubleshooting'],[],['systems integration integration architecture data mapping middleware technologies api integration system testing troubleshooting'],0.0
Tax Consultant,['business tax law knowledge corporate tax planning tax compliance for businesses tax credits and incentives tax strategy development financial analysis irs regulations client relationship management communication skills tax software proficiency'],"['compliance', 'strategy']","['business tax law knowledge corporate tax planning tax compliance for businesses tax credits and incentives tax strategy development financial analysis irs regulations client relationship management communication skills tax software proficiency', 'compliance', 'strategy']",0.0
Tax Consultant,['international tax law knowledge transfer pricing cross-border tax planning tax treaties and agreements foreign tax credits international tax compliance transfer pricing documentation multinational tax strategies client relationship management communication skills tax software proficiency'],"['compliance', 'operations']","['compliance', 'international tax law knowledge transfer pricing cross-border tax planning tax treaties and agreements foreign tax credits international tax compliance transfer pricing documentation multinational tax strategies client relationship management communication skills tax software proficiency', 'operations']",0.0
Tax Consultant,['tax law knowledge individual tax planning tax return preparation tax deductions and credits tax compliance irs regulations client relationship management communication skills attention to detail tax software proficiency'],['compliance'],"['compliance', 'tax law knowledge individual tax planning tax return preparation tax deductions and credits tax compliance irs regulations client relationship management communication skills attention to detail tax software proficiency']",0.0
Teacher,['teaching pedagogy classroom management curriculum development student assessment differentiated instruction'],[],['teaching pedagogy classroom management curriculum development student assessment differentiated instruction'],0.0
Teacher,['special education strategies individualized education plans (ieps) behavior management techniques collaboration with support staff special education laws and regulations knowledge'],[],['special education strategies individualized education plans (ieps) behavior management techniques collaboration with support staff special education laws and regulations knowledge'],0.0
Teacher,['expertise in a specific subject area knowledge of curriculum standards instructional design assessment development educational technology proficiency'],[],['expertise in a specific subject area knowledge of curriculum standards instructional design assessment development educational technology proficiency'],0.0
Technical Writer,['document management recordkeeping attention to detail data entry organizational skills'],[],['document management recordkeeping attention to detail data entry organizational skills'],0.0
Technical Writer,['instructional design elearning tools curriculum development multimedia design learning theory knowledge'],[],['instructional design elearning tools curriculum development multimedia design learning theory knowledge'],0.0
UI Developer,"['css', 'front-end web development html', 'javascript responsive design web performance optimization cross-browser compatibility']",[],"['css', 'front-end web development html', 'javascript responsive design web performance optimization cross-browser compatibility']",0.0
UI Developer,['user experience (ux) design user interface (ui) design wireframing and prototyping usability testing design tools like sketch or figma'],"['ui design', 'ux design']","['ui design', 'user experience (ux) design user interface (ui) design wireframing and prototyping usability testing design tools like sketch or figma', 'ux design']",0.0
Urban Planner,['urban planning zoning regulations environmental planning gis proficiency community engagement'],[],['urban planning zoning regulations environmental planning gis proficiency community engagement'],0.0
Urban Planner,['environmental regulations ecosystem analysis environmental impact assessments sustainability planning project management'],['compliance'],"['compliance', 'environmental regulations ecosystem analysis environmental impact assessments sustainability planning project management']",0.0
Urban Planner,['transportation planning traffic engineering gis proficiency public transportation project management'],[],['transportation planning traffic engineering gis proficiency public transportation project management'],0.0
UX Researcher,['usability evaluation user interface assessment usability testing tools and techniques'],[],['usability evaluation user interface assessment usability testing tools and techniques'],0.0
UX Researcher,['user research methods usability testing data analysis and interpretation'],[],['user research methods usability testing data analysis and interpretation'],0.0
UX/UI Designer,['interaction design principles user behavior and psychology wireframing and prototyping tools animation and micro-interaction design collaborative design processes'],[],['interaction design principles user behavior and psychology wireframing and prototyping tools animation and micro-interaction design collaborative design processes'],0.0
UX/UI Designer,"['adobe xd) wireframing and prototyping usability testing and user research information architecture and user flows', 'sketch', 'ui design tools (e.g.', 'user-centered design principles ux']",[],"['adobe xd) wireframing and prototyping usability testing and user research information architecture and user flows', 'sketch', 'ui design tools (e.g.', 'user-centered design principles ux']",0.0
UX/UI Designer,"['adobe photoshop', 'illustrator) typography and color theory visual design and layout responsive design', 'ui design principles and best practices graphic design tools (e.g.']",[],"['adobe photoshop', 'illustrator) typography and color theory visual design and layout responsive design', 'ui design principles and best practices graphic design tools (e.g.']",0.0
Veterinarian,['equine veterinary medicine horse anatomy and physiology lameness evaluation equine surgery dentistry for horses emergency equine care equine reproductive health compassion and empathy client communication problem-solving attention to detail'],[],['equine veterinary medicine horse anatomy and physiology lameness evaluation equine surgery dentistry for horses emergency equine care equine reproductive health compassion and empathy client communication problem-solving attention to detail'],0.0
Veterinarian,['exotic animal medicine exotic animal diagnostics specialized surgical skills avian medicine reptile care amphibian care exotic animal anesthesia compassion and empathy client communication problem-solving attention to detail'],['medical'],"['exotic animal medicine exotic animal diagnostics specialized surgical skills avian medicine reptile care amphibian care exotic animal anesthesia compassion and empathy client communication problem-solving attention to detail', 'medical']",0.0
Veterinarian,['veterinary medicine small animal care and surgery animal diagnostics preventive medicine client communication surgical skills radiology anesthesia laboratory diagnostics compassion and empathy problem-solving attention to detail'],"['healthcare', 'medical']","['healthcare', 'medical', 'veterinary medicine small animal care and surgery animal diagnostics preventive medicine client communication surgical skills radiology anesthesia laboratory diagnostics compassion and empathy problem-solving attention to detail']",0.0
Web Designer,"['e-commerce web design ux', 'shopify)', 'ui design shopping cart integration payment gateway integration mobile responsiveness e-commerce platforms (e.g.']",['sales'],"['e-commerce web design ux', 'sales', 'shopify)', 'ui design shopping cart integration payment gateway integration mobile responsiveness e-commerce platforms (e.g.']",0.0
Web Designer,"['css responsive design user interface (ui) design adobe creative suite collaboration skills', 'frontend web development html']","['css', 'html', 'javascript']","['css', 'css responsive design user interface (ui) design adobe creative suite collaboration skills', 'frontend web development html', 'html', 'javascript']",0.0
Web Developer,"['angular) user experience (ux)', 'css', 'html', 'javascript frontend frameworks (e.g.', 'react']",[],"['angular) user experience (ux)', 'css', 'html', 'javascript frontend frameworks (e.g.', 'react']",0.0
Web Developer,['frontend and backend development database integration problem-solving api knowledge'],[],['frontend and backend development database integration problem-solving api knowledge'],0.0
Wedding Planner,['wedding planning vendor coordination event management'],[],['wedding planning vendor coordination event management'],0.0
Wedding Planner,['wedding design concepts decor selection and arrangement creative flair'],[],['wedding design concepts decor selection and arrangement creative flair'],0.0
Lead Java Developer,"['j2ee', 'json', 'lead', 'restful', 'soap web service', 'spring', 'xml']","['collaboration', 'java', 'operations', 'regulatory']","['collaboration', 'j2ee', 'java', 'json', 'lead', 'operations', 'regulatory', 'restful', 'soap web service', 'spring', 'xml']",0.0
Staffing - Business Development Managers,['recruiter msp vms staffing sourcing sourcer recruitment talent'],"['business development', 'communication', 'sales']","['business development', 'communication', 'recruiter msp vms staffing sourcing sourcer recruitment talent', 'sales']",0.0
Recruiters for US Staffing (Work from Home anywhere in India),['recruiter msp vms staffing sourcing sourcer recruitment talent'],"['distribution', 'project management', 'social media']","['distribution', 'project management', 'recruiter msp vms staffing sourcing sourcer recruitment talent', 'social media']",0.0
Program Analyst,"['attask or ms excel (macros', 'charting and pivot tables']","['communication', 'project management']","['attask or ms excel (macros', 'charting and pivot tables', 'communication', 'project management']",0.0
Program Manager,"['ms excel', 'ms project', 'powerpoint', 'program manager', 'visio']","['communication', 'qlikview']","['communication', 'ms excel', 'ms project', 'powerpoint', 'program manager', 'qlikview', 'visio']",0.0
Technical Writer,"['abode framemaker and ms office suite (word', 'and excel)', 'powerpoint', 'technical writer', 'visio']",['soc'],"['abode framemaker and ms office suite (word', 'and excel)', 'powerpoint', 'soc', 'technical writer', 'visio']",0.0
Demantra Technical Consultant,"['cto (configure to order)', 'demantra']",['sql'],"['cto (configure to order)', 'demantra', 'sql']",0.0
Genesys Engineer,['genesys multimedia'],"['communication', 'linux', 'oracledb', 'postgresql', 'sql']","['communication', 'genesys multimedia', 'linux', 'oracledb', 'postgresql', 'sql']",0.0
Technical Project Manager,['project manager'],"['communication', 'presentation skills', 'problem solving', 'project management']","['communication', 'presentation skills', 'problem solving', 'project management', 'project manager']",0.0
Android Developer,"['broadcast receivers', 'eclipse ide', 'oop']","['agile', 'android', 'java', 'jira', 'shell', 'sql']","['agile', 'android', 'broadcast receivers', 'eclipse ide', 'java', 'jira', 'oop', 'shell', 'sql']",0.0
Travel BSA.,['travel bsa'],"['agile', 'java', 'jira', 'scrum']","['agile', 'java', 'jira', 'scrum', 'travel bsa']",0.0
Business Analyst with DATA and Agile,"['agile', 'business objects', 'data analysis']","['consulting', 'oracledb', 'presentation skills', 'sql', 'tableau']","['agile', 'business objects', 'consulting', 'data analysis', 'oracledb', 'presentation skills', 'sql', 'tableau']",0.0
SQL Database Developer / Designer,"['.net', '.net framework', 'asp.net', 'c#', 'ms office', 'rdbms', 'sql', 'sql server', 'ssis', 'tfs', 'visio']","['asp.net', 'communication', 'presentation skills', 'problem solving', 'sql', 'ssis']","['.net', '.net framework', 'asp.net', 'c#', 'communication', 'ms office', 'presentation skills', 'problem solving', 'rdbms', 'sql', 'sql server', 'ssis', 'tfs', 'visio']",0.21428571428571427
iOS Developer,"['agile', 'c#', 'html', 'ios', 'javascript and css', 'mysql or sqlite', 'objective c', 'oracledb', 'sql server', 'swift', 'xcode']","['agile', 'css', 'html', 'ios', 'javascript', 'mysql', 'objective-c', 'oracledb', 'sql', 'sqlite', 'swift']","['agile', 'c#', 'css', 'html', 'ios', 'javascript', 'javascript and css', 'mysql', 'mysql or sqlite', 'objective c', 'objective-c', 'oracledb', 'sql', 'sql server', 'sqlite', 'swift', 'xcode']",0.29411764705882354
APPLICATION PROTOCOL & ENGINES - RTOS,['application protocol & engines - rtos and chipset 820a and android framework and qualcomm and qnx'],"['android', 'java', 'linux']","['android', 'application protocol & engines - rtos and chipset 820a and android framework and qualcomm and qnx', 'java', 'linux']",0.0
