Job Role,Job Title,Student Qualification,Student Skills,Job Description
Machine Learning Engineer,NLP Engineer,BSc in Information Systems,"C#, CSS, Docker, Node.js",Designs models and algorithms to solve real-world problems using data.
Machine Learning Engineer,AI Engineer,BSc in Computer Science,"HTML, C#, Python, Kubernetes",Designs models and algorithms to solve real-world problems using data.
Machine Learning Engineer,AI Engineer,Diploma in Software Engineering,"HTML, React, Java",Designs models and algorithms to solve real-world problems using data.
Machine Learning Engineer,AI Engineer,BSc in Information Systems,"Python, Linux, HTML",Designs models and algorithms to solve real-world problems using data.
Machine Learning Engineer,AI Engineer,BSc in Computer Science,"Docker, HTML, Java",Designs models and algorithms to solve real-world problems using data.
Machine Learning Engineer,AI Engineer,BEng in Computer Engineering,"HTML, Java, Node.js",Designs models and algorithms to solve real-world problems using data.
Machine Learning Engineer,AI Engineer,HND in IT,"Excel, React, SQL",Designs models and algorithms to solve real-world problems using data.
Machine Learning Engineer,NLP Engineer,Diploma in Software Engineering,"AWS, SQL, C#",Designs models and algorithms to solve real-world problems using data.
Machine Learning Engineer,NLP Engineer,BEng in Computer Engineering,"Java, HTML, AWS",Designs models and algorithms to solve real-world problems using data.
Machine Learning Engineer,AI Engineer,Diploma in Software Engineering,"AWS, CSS, Kubernetes",Designs models and algorithms to solve real-world problems using data.
Machine Learning Engineer,NLP Engineer,BEng in Computer Engineering,"Kubernetes, Node.js, Angular",Designs models and algorithms to solve real-world problems using data.
Machine Learning Engineer,AI Engineer,BSc in Information Systems,"HTML, Java, Node.js",Designs models and algorithms to solve real-world problems using data.
Machine Learning Engineer,AI Engineer,BSc in Information Systems,"AWS, CSS, Kubernetes",Designs models and algorithms to solve real-world problems using data.
Machine Learning Engineer,AI Engineer,BEng in Computer Engineering,"C#, Power BI, SQL",Designs models and algorithms to solve real-world problems using data.
Machine Learning Engineer,AI Engineer,BSc in Computer Science,"JavaScript, Java, React, HTML",Designs models and algorithms to solve real-world problems using data.
Mobile App Developer,Android Developer,BEng in Computer Engineering,"AWS, Power BI, Python",Develops and tests mobile applications for Android and iOS platforms.
Mobile App Developer,iOS Developer,HND in IT,"Docker, Python, AWS",Develops and tests mobile applications for Android and iOS platforms.
Mobile App Developer,iOS Developer,HND in IT,"Linux, Java, Python, Kubernetes",Develops and tests mobile applications for Android and iOS platforms.
Mobile App Developer,Flutter Developer,BSc in Computer Science,"CSS, Node.js, JavaScript",Develops and tests mobile applications for Android and iOS platforms.
Mobile App Developer,Android Developer,BEng in Computer Engineering,"Kubernetes, Python, Power BI",Develops and tests mobile applications for Android and iOS platforms.
Mobile App Developer,iOS Developer,HND in IT,"AWS, JavaScript, C#",Develops and tests mobile applications for Android and iOS platforms.
Mobile App Developer,Flutter Developer,HND in IT,"Java, HTML, Docker",Develops and tests mobile applications for Android and iOS platforms.
Mobile App Developer,Android Developer,BSc in Computer Science,"Linux, Java, Angular",Develops and tests mobile applications for Android and iOS platforms.
Mobile App Developer,Android Developer,BSc in Computer Science,"JavaScript, SQL, C#",Develops and tests mobile applications for Android and iOS platforms.
Mobile App Developer,iOS Developer,HND in IT,"Docker, Python, AWS",Develops and tests mobile applications for Android and iOS platforms.
Mobile App Developer,iOS Developer,BSc in Information Systems,"Excel, HTML, React, Python",Develops and tests mobile applications for Android and iOS platforms.
Mobile App Developer,Android Developer,Diploma in Software Engineering,"Kubernetes, Python, Power BI",Develops and tests mobile applications for Android and iOS platforms.
Mobile App Developer,Flutter Developer,Diploma in Software Engineering,"Angular, Kubernetes, JavaScript",Develops and tests mobile applications for Android and iOS platforms.
Mobile App Developer,Android Developer,Diploma in Software Engineering,"HTML, Docker, SQL, Node.js",Develops and tests mobile applications for Android and iOS platforms.
Mobile App Developer,iOS Developer,Diploma in Software Engineering,"Linux, Java, Python, Kubernetes",Develops and tests mobile applications for Android and iOS platforms.
Mobile App Developer,Flutter Developer,BEng in Computer Engineering,"SQL, HTML, JavaScript",Develops and tests mobile applications for Android and iOS platforms.
Mobile App Developer,Android Developer,Diploma in Software Engineering,"JavaScript, SQL, C#",Develops and tests mobile applications for Android and iOS platforms.
Mobile App Developer,iOS Developer,BEng in Computer Engineering,"SQL, Kubernetes, Node.js",Develops and tests mobile applications for Android and iOS platforms.
Mobile App Developer,iOS Developer,Diploma in Software Engineering,"AWS, JavaScript, C#",Develops and tests mobile applications for Android and iOS platforms.
Mobile App Developer,iOS Developer,BSc in Information Systems,"Node.js, Docker, Linux",Develops and tests mobile applications for Android and iOS platforms.
Mobile App Developer,Flutter Developer,BEng in Computer Engineering,"Angular, Kubernetes, JavaScript",Develops and tests mobile applications for Android and iOS platforms.
Mobile App Developer,Flutter Developer,HND in IT,"SQL, HTML, JavaScript",Develops and tests mobile applications for Android and iOS platforms.
Mobile App Developer,Flutter Developer,BEng in Computer Engineering,"Java, HTML, Docker",Develops and tests mobile applications for Android and iOS platforms.
Mobile App Developer,iOS Developer,BSc in Computer Science,"Excel, HTML, React, Python",Develops and tests mobile applications for Android and iOS platforms.
Mobile App Developer,Android Developer,BEng in Computer Engineering,"AWS, Power BI, Python",Develops and tests mobile applications for Android and iOS platforms.
Mobile App Developer,Flutter Developer,BSc in Computer Science,"CSS, Node.js, JavaScript",Develops and tests mobile applications for Android and iOS platforms.
Mobile App Developer,Android Developer,BEng in Computer Engineering,"Linux, Java, Angular",Develops and tests mobile applications for Android and iOS platforms.
Mobile App Developer,iOS Developer,BSc in Computer Science,"SQL, Kubernetes, Node.js",Develops and tests mobile applications for Android and iOS platforms.
Mobile App Developer,Android Developer,HND in IT,"HTML, Docker, SQL, Node.js",Develops and tests mobile applications for Android and iOS platforms.
Mobile App Developer,iOS Developer,HND in IT,"Node.js, Docker, Linux",Develops and tests mobile applications for Android and iOS platforms.
Network Administrator,Network Engineer,BSc in Information Systems,"CSS, Python, Node.js, React","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,Infrastructure Support,HND in IT,"Excel, JavaScript, SQL","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,Network Engineer,Diploma in Software Engineering,"Linux, Python, Angular","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,Infrastructure Support,BSc in Information Systems,"React, Power BI, AWS","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,System Administrator,BSc in Information Systems,"Linux, Excel, Docker","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,Network Engineer,HND in IT,"Java, Linux, Python, JavaScript","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,Infrastructure Support,BSc in Information Systems,"Linux, C#, Power BI","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,System Administrator,BSc in Information Systems,"Docker, React, Angular","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,System Administrator,BSc in Computer Science,"AWS, C#, Excel","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,Infrastructure Support,HND in IT,"Linux, C#, Power BI","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,Network Engineer,BEng in Computer Engineering,"CSS, Python, Node.js, React","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,Network Engineer,HND in IT,"React, C#, Excel","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,Network Engineer,HND in IT,"Linux, Python, Angular","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,Network Engineer,BSc in Information Systems,"C#, Angular, Node.js","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,Infrastructure Support,BEng in Computer Engineering,"React, Power BI, AWS","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,System Administrator,BEng in Computer Engineering,"Docker, React, Angular","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,System Administrator,BSc in Computer Science,"Linux, Excel, Docker","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,Network Engineer,Diploma in Software Engineering,"Java, Linux, Python, JavaScript","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,System Administrator,Diploma in Software Engineering,"AWS, C#, Excel","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,Network Engineer,BSc in Information Systems,"C#, Angular, Node.js","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,Infrastructure Support,HND in IT,"Excel, JavaScript, SQL","Manages internal networks, ensuring uptime and security of systems."
Network Administrator,Network Engineer,BEng in Computer Engineering,"React, C#, Excel","Manages internal networks, ensuring uptime and security of systems."
Software Engineer,Frontend Developer,BSc in Computer Science,"CSS, Linux, HTML","Responsible for designing, developing, and maintaining software applications."
Software Engineer,Full Stack Engineer,BEng in Computer Engineering,"Power BI, Docker, Kubernetes","Responsible for designing, developing, and maintaining software applications."
Software Engineer,Backend Developer,BEng in Computer Engineering,"Excel, C#, React","Responsible for designing, developing, and maintaining software applications."
Software Engineer,Full Stack Engineer,Diploma in Software Engineering,"AWS, Excel, SQL","Responsible for designing, developing, and maintaining software applications."
Software Engineer,Frontend Developer,BEng in Computer Engineering,"SQL, Java, Docker","Responsible for designing, developing, and maintaining software applications."
Software Engineer,Full Stack Engineer,BSc in Information Systems,"Power BI, Docker, Kubernetes","Responsible for designing, developing, and maintaining software applications."
Software Engineer,Full Stack Engineer,Diploma in Software Engineering,"Kubernetes, Docker, HTML","Responsible for designing, developing, and maintaining software applications."
Software Engineer,Backend Developer,BSc in Information Systems,"AWS, Node.js, CSS","Responsible for designing, developing, and maintaining software applications."
Software Engineer,Backend Developer,HND in IT,"SQL, Kubernetes, CSS","Responsible for designing, developing, and maintaining software applications."
Software Engineer,Full Stack Engineer,BSc in Information Systems,"AWS, Excel, SQL","Responsible for designing, developing, and maintaining software applications."
Software Engineer,Backend Developer,BEng in Computer Engineering,"SQL, Kubernetes, CSS","Responsible for designing, developing, and maintaining software applications."
Software Engineer,Backend Developer,HND in IT,"Angular, JavaScript, Node.js","Responsible for designing, developing, and maintaining software applications."
Software Engineer,Backend Developer,BEng in Computer Engineering,"Python, Linux, C#","Responsible for designing, developing, and maintaining software applications."
Software Engineer,Frontend Developer,HND in IT,"CSS, Linux, HTML","Responsible for designing, developing, and maintaining software applications."
Software Engineer,Frontend Developer,BEng in Computer Engineering,"SQL, JavaScript, Excel","Responsible for designing, developing, and maintaining software applications."
Software Engineer,Full Stack Engineer,BSc in Information Systems,"Kubernetes, Docker, HTML","Responsible for designing, developing, and maintaining software applications."
Software Engineer,Backend Developer,Diploma in Software Engineering,"Excel, C#, React","Responsible for designing, developing, and maintaining software applications."
Software Engineer,Full Stack Engineer,BSc in Computer Science,"React, Angular, Power BI","Responsible for designing, developing, and maintaining software applications."
Software Engineer,Frontend Developer,Diploma in Software Engineering,"AWS, Python, HTML","Responsible for designing, developing, and maintaining software applications."
Software Engineer,Full Stack Engineer,BSc in Computer Science,"React, Angular, Power BI","Responsible for designing, developing, and maintaining software applications."
Software Engineer,Backend Developer,HND in IT,"Python, Linux, C#","Responsible for designing, developing, and maintaining software applications."
Software Engineer,Frontend Developer,BSc in Information Systems,"SQL, Java, Docker","Responsible for designing, developing, and maintaining software applications."
Software Engineer,Backend Developer,BSc in Information Systems,"AWS, Node.js, CSS","Responsible for designing, developing, and maintaining software applications."
Software Engineer,Frontend Developer,HND in IT,"AWS, Python, HTML","Responsible for designing, developing, and maintaining software applications."
Software Engineer,Backend Developer,BEng in Computer Engineering,"Angular, JavaScript, Node.js","Responsible for designing, developing, and maintaining software applications."
Software Engineer,Full Stack Engineer,BSc in Information Systems,"Angular, Power BI, AWS","Responsible for designing, developing, and maintaining software applications."
Software Engineer,Frontend Developer,Diploma in Software Engineering,"SQL, JavaScript, Excel","Responsible for designing, developing, and maintaining software applications."
Software Engineer,Full Stack Engineer,HND in IT,"Angular, Power BI, AWS","Responsible for designing, developing, and maintaining software applications."
Web Developer,Web Designer,BSc in Computer Science,"JavaScript, AWS, Java",Builds responsive web applications with modern front-end technologies.
Web Developer,Web Designer,Diploma in Software Engineering,"Java, JavaScript, Kubernetes",Builds responsive web applications with modern front-end technologies.
Web Developer,Web Designer,BSc in Computer Science,"Linux, CSS, Angular",Builds responsive web applications with modern front-end technologies.
Web Developer,Web Designer,Diploma in Software Engineering,"HTML, C#, Linux",Builds responsive web applications with modern front-end technologies.
Web Developer,Web Designer,BEng in Computer Engineering,"JavaScript, React, AWS",Builds responsive web applications with modern front-end technologies.
Web Developer,Web Designer,BSc in Computer Science,"C#, Java, HTML",Builds responsive web applications with modern front-end technologies.
Web Developer,Web Designer,BEng in Computer Engineering,"C#, Java, HTML",Builds responsive web applications with modern front-end technologies.
Web Developer,Web Designer,Diploma in Software Engineering,"Java, JavaScript, Kubernetes",Builds responsive web applications with modern front-end technologies.
Web Developer,Web Designer,BSc in Information Systems,"JavaScript, AWS, Java",Builds responsive web applications with modern front-end technologies.
Web Developer,Web Designer,Diploma in Software Engineering,"Node.js, AWS, CSS, Power BI",Builds responsive web applications with modern front-end technologies.
Web Developer,Web Designer,BSc in Information Systems,"JavaScript, Angular, React",Builds responsive web applications with modern front-end technologies.
Web Developer,Web Designer,BSc in Information Systems,"Linux, AWS, CSS",Builds responsive web applications with modern front-end technologies.
Web Developer,Web Designer,BEng in Computer Engineering,"JavaScript, React, AWS",Builds responsive web applications with modern front-end technologies.
Web Developer,Web Designer,BEng in Computer Engineering,"Linux, AWS, CSS",Builds responsive web applications with modern front-end technologies.
Web Developer,Web Designer,BSc in Information Systems,"HTML, C#, Linux",Builds responsive web applications with modern front-end technologies.
Web Developer,Web Designer,BEng in Computer Engineering,"JavaScript, Angular, React",Builds responsive web applications with modern front-end technologies.
Web Developer,Web Designer,BSc in Information Systems,"Node.js, AWS, CSS, Power BI",Builds responsive web applications with modern front-end technologies.
Web Developer,Web Designer,HND in IT,"Linux, CSS, Angular",Builds responsive web applications with modern front-end technologies.
